1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2,103.0,101.0,100.0,102.0,101.0,103.0,101.0,101.0,101.0,104.0,101.0,102.0,101.0,102.0,104.0,103.0,102.0,103.0,101.0,102.0
3,85.0,104.0,86.0,83.0,106.0,88.0,105.0,92.0,101.0,102.0,96.0,102.0,89.0,97.0,91.0,98.0,104.0,92.0,111.0,110.0
4,39.0,40.0,25.0,28.0,11.0,26.0,20.0,6.0,28.0,17.0,32.0,40.0,22.0,5.0,22.0,0.0,12.0,24.0,3.0,7.0
5,54.0,34.0,30.0,50.0,25.0,58.0,1.0,2.0,32.0,35.0,57.0,35.0,9.0,27.0,0.0,0.0,15.0,0.0,2.0,0.0
6,83.0,81.0,73.0,79.0,75.0,81.0,91.0,101.0,76.0,76.0,84.0,81.0,77.0,77.0,87.0,111.0,85.0,87.0,109.0,107.0
7,23.0,52.0,49.0,23.0,58.0,29.0,76.0,40.0,34.0,40.0,77.0,46.0,28.0,15.0,47.0,35.0,18.0,26.0,45.0,19.0
8,71.0,76.0,69.0,67.0,72.0,71.0,78.0,68.0,68.0,70.0,85.0,74.0,62.0,59.0,67.0,67.0,62.0,62.0,71.0,63.0
9,72.0,78.0,72.0,68.0,74.0,72.0,80.0,68.0,70.0,72.0,88.0,76.0,64.0,60.0,70.0,68.0,64.0,64.0,74.0,66.0
10,74.0,80.0,74.0,70.0,76.0,74.0,82.0,70.0,72.0,74.0,90.0,78.0,64.0,62.0,72.0,70.0,64.0,66.0,76.0,68.0
11,76.0,82.0,76.0,72.0,78.0,76.0,84.0,72.0,74.0,76.0,92.0,80.0,66.0,64.0,74.0,72.0,66.0,68.0,78.0,70.0
12,78.0,84.0,78.0,74.0,80.0,78.0,86.0,74.0,76.0,78.0,94.0,82.0,68.0,66.0,76.0,74.0,68.0,70.0,80.0,72.0
13,80.0,86.0,80.0,76.0,82.0,80.0,88.0,76.0,78.0,80.0,96.0,84.0,70.0,68.0,78.0,76.0,70.0,72.0,82.0,74.0
14,82.0,88.0,82.0,78.0,84.0,82.0,90.0,78.0,80.0,82.0,98.0,86.0,72.0,70.0,80.0,78.0,72.0,74.0,84.0,76.0
15,84.0,90.0,84.0,80.0,86.0,84.0,92.0,80.0,82.0,84.0,102.0,88.0,74.0,72.0,82.0,80.0,74.0,76.0,86.0,78.0
16,86.0,92.0,86.0,82.0,88.0,86.0,94.0,82.0,84.0,86.0,104.0,90.0,76.0,74.0,84.0,82.0,76.0,78.0,88.0,80.0
17,88.0,94.0,88.0,84.0,90.0,88.0,96.0,84.0,86.0,88.0,106.0,92.0,78.0,76.0,86.0,84.0,78.0,80.0,90.0,82.0
18,90.0,96.0,90.0,86.0,92.0,90.0,100.0,86.0,88.0,90.0,110.0,94.0,80.0,78.0,88.0,86.0,80.0,82.0,92.0,84.0
19,92.0,100.0,92.0,88.0,94.0,92.0,102.0,88.0,90.0,92.0,112.0,96.0,82.0,80.0,90.0,88.0,82.0,84.0,94.0,86.0
20,94.0,102.0,94.0,90.0,96.0,94.0,104.0,90.0,92.0,94.0,114.0,100.0,84.0,82.0,92.0,90.0,84.0,86.0,96.0,88.0
21,96.0,104.0,96.0,92.0,100.0,96.0,106.0,92.0,94.0,96.0,118.0,102.0,86.0,84.0,94.0,92.0,86.0,88.0,100.0,90.0
22,100.0,106.0,100.0,94.0,102.0,100.0,110.0,94.0,96.0,100.0,120.0,104.0,88.0,86.0,96.0,87.0,88.0,90.0,102.0,92.0
23,102.0,110.0,102.0,96.0,100.0,102.0,112.0,96.0,100.0,102.0,124.0,106.0,90.0,88.0,100.0,95.0,90.0,92.0,104.0,94.0
24,23.0,35.0,31.0,30.0,37.0,45.0,20.0,34.0,27.0,45.0,21.0,53.0,10.0,23.0,28.0,19.0,23.0,18.0,28.0,15.0
25,39.0,43.0,39.0,34.0,44.0,24.0,44.0,65.0,25.0,43.0,33.0,17.0,20.0,16.0,39.0,8.0,20.0,26.0,28.0,29.0
26,74.0,82.0,76.0,72.0,79.0,75.0,80.0,81.0,70.0,80.0,84.0,80.0,62.0,59.0,73.0,71.0,63.0,64.0,74.0,66.0
27,47.0,84.0,51.0,71.0,82.0,54.0,52.0,82.0,32.0,14.0,86.0,80.0,2.0,42.0,41.0,30.0,50.0,40.0,57.0,14.0
28,69.0,86.0,73.0,75.0,84.0,72.0,76.0,84.0,62.0,68.0,88.0,82.0,60.0,58.0,67.0,58.0,62.0,60.0,73.0,54.0
29,72.0,88.0,74.0,76.0,86.0,74.0,78.0,86.0,64.0,68.0,90.0,84.0,52.0,60.0,70.0,58.0,64.0,62.0,74.0,56.0
30,74.0,90.0,76.0,78.0,88.0,76.0,80.0,88.0,66.0,70.0,92.0,86.0,54.0,60.0,72.0,60.0,66.0,64.0,76.0,58.0
31,76.0,92.0,78.0,80.0,90.0,78.0,82.0,90.0,68.0,72.0,94.0,88.0,54.0,62.0,74.0,62.0,66.0,66.0,78.0,58.0
32,78.0,94.0,80.0,82.0,92.0,80.0,84.0,92.0,70.0,74.0,96.0,90.0,56.0,64.0,76.0,64.0,68.0,59.0,80.0,60.0
33,80.0,96.0,82.0,84.0,94.0,82.0,86.0,94.0,72.0,76.0,100.0,92.0,58.0,66.0,78.0,66.0,70.0,67.0,82.0,62.0
34,82.0,100.0,84.0,86.0,96.0,84.0,88.0,96.0,74.0,78.0,102.0,94.0,58.0,68.0,80.0,66.0,72.0,68.0,84.0,64.0
35,84.0,102.0,86.0,88.0,98.0,86.0,90.0,100.0,76.0,80.0,104.0,96.0,60.0,70.0,82.0,68.0,74.0,70.0,86.0,64.0
36,86.0,104.0,88.0,90.0,102.0,88.0,92.0,102.0,78.0,82.0,106.0,100.0,62.0,72.0,81.0,70.0,76.0,72.0,88.0,66.0
37,88.0,106.0,90.0,92.0,104.0,90.0,94.0,104.0,80.0,84.0,110.0,102.0,64.0,74.0,85.0,72.0,78.0,74.0,90.0,68.0
38,90.0,110.0,92.0,94.0,106.0,92.0,96.0,106.0,82.0,86.0,112.0,104.0,66.0,76.0,88.0,74.0,80.0,76.0,92.0,70.0
39,92.0,112.0,94.0,96.0,110.0,94.0,100.0,110.0,84.0,88.0,114.0,106.0,66.0,78.0,90.0,76.0,82.0,78.0,94.0,72.0
40,94.0,114.0,96.0,100.0,112.0,96.0,102.0,112.0,86.0,90.0,118.0,110.0,68.0,80.0,92.0,78.0,84.0,80.0,96.0,74.0
41,96.0,118.0,100.0,102.0,114.0,100.0,104.0,114.0,88.0,92.0,120.0,112.0,70.0,82.0,94.0,80.0,86.0,82.0,100.0,76.0
42,100.0,120.0,102.0,104.0,118.0,102.0,106.0,118.0,90.0,94.0,124.0,114.0,72.0,84.0,96.0,82.0,88.0,84.0,102.0,78.0
43,102.0,124.0,104.0,106.0,120.0,104.0,110.0,120.0,92.0,96.0,126.0,118.0,74.0,86.0,98.0,84.0,90.0,86.0,104.0,80.0
44,60.0,46.0,38.0,37.0,67.0,29.0,72.0,36.0,48.0,30.0,77.0,50.0,31.0,47.0,59.0,14.0,28.0,34.0,21.0,39.0
45,45.0,56.0,42.0,37.0,55.0,54.0,60.0,58.0,54.0,34.0,77.0,29.0,61.0,46.0,35.0,22.0,43.0,55.0,12.0,46.0
46,83.0,96.0,80.0,80.0,98.0,81.0,94.0,92.0,78.0,72.0,110.0,87.0,66.0,71.0,78.0,58.0,69.0,68.0,73.0,67.0
47,60.0,63.0,72.0,74.0,85.0,82.0,91.0,94.0,80.0,74.0,112.0,88.0,58.0,65.0,48.0,58.0,72.0,73.0,45.0,41.0
48,80.0,91.0,82.0,82.0,99.0,84.0,97.0,98.0,82.0,76.0,116.0,90.0,66.0,73.0,74.0,60.0,74.0,74.0,65.0,63.0
49,82.0,94.0,84.0,84.0,102.0,86.0,100.0,100.0,84.0,78.0,118.0,92.0,68.0,74.0,76.0,62.0,76.0,76.0,68.0,64.0
50,84.0,96.0,86.0,86.0,104.0,88.0,102.0,102.0,86.0,80.0,122.0,94.0,70.0,76.0,78.0,64.0,78.0,78.0,68.0,66.0
51,86.0,98.0,88.0,88.0,106.0,90.0,104.0,104.0,88.0,82.0,124.0,96.0,72.0,78.0,80.0,66.0,80.0,80.0,70.0,68.0
52,88.0,100.0,90.0,90.0,110.0,92.0,108.0,108.0,90.0,84.0,128.0,100.0,74.0,80.0,82.0,66.0,82.0,82.0,72.0,70.0
53,90.0,104.0,92.0,92.0,112.0,94.0,110.0,110.0,92.0,86.0,130.0,102.0,76.0,82.0,84.0,68.0,84.0,84.0,74.0,72.0
54,92.0,106.0,94.0,94.0,114.0,98.0,112.0,112.0,94.0,88.0,134.0,104.0,78.0,84.0,86.0,70.0,86.0,86.0,76.0,74.0
55,94.0,108.0,96.0,96.0,118.0,100.0,116.0,116.0,96.0,90.0,138.0,106.0,80.0,86.0,88.0,72.0,88.0,88.0,78.0,76.0
56,96.0,112.0,98.0,100.0,120.0,102.0,118.0,118.0,100.0,92.0,140.0,110.0,82.0,88.0,90.0,74.0,90.0,90.0,80.0,78.0
57,100.0,114.0,102.0,102.0,124.0,104.0,122.0,122.0,102.0,94.0,144.0,112.0,84.0,90.0,92.0,76.0,92.0,92.0,82.0,80.0
58,102.0,116.0,104.0,104.0,126.0,108.0,124.0,124.0,104.0,96.0,148.0,114.0,86.0,92.0,94.0,78.0,78.0,94.0,84.0,82.0
59,104.0,120.0,106.0,106.0,130.0,110.0,128.0,128.0,106.0,100.0,152.0,118.0,88.0,94.0,96.0,80.0,92.0,96.0,86.0,84.0
60,106.0,122.0,110.0,110.0,132.0,112.0,121.0,130.0,110.0,102.0,156.0,120.0,90.0,96.0,100.0,82.0,94.0,100.0,88.0,86.0
61,110.0,126.0,112.0,112.0,136.0,116.0,131.0,134.0,112.0,104.0,160.0,124.0,92.0,100.0,102.0,84.0,96.0,102.0,90.0,88.0
62,112.0,126.0,114.0,114.0,136.0,118.0,122.0,134.0,114.0,106.0,162.0,124.0,94.0,102.0,104.0,86.0,98.0,104.0,92.0,90.0
63,114.0,126.0,116.0,116.0,136.0,120.0,122.0,134.0,116.0,108.0,160.0,124.0,75.0,104.0,106.0,88.0,100.0,106.0,94.0,92.0
64,58.0,84.0,55.0,99.0,136.0,67.0,65.0,80.0,49.0,56.0,66.0,124.0,65.0,73.0,45.0,36.0,102.0,92.0,33.0,42.0
65,42.0,81.0,53.0,79.0,89.0,84.0,64.0,121.0,50.0,63.0,51.0,102.0,81.0,64.0,64.0,61.0,106.0,101.0,46.0,63.0
