"t","Exp1Run1","Exp1Run2","Exp1Run3","Exp1Run4","Exp1Run5","Exp2Run1","Exp2Run2","Exp2Run3","Exp2Run4","Exp2Run5","Exp3Run1","Exp3Run2","Exp3Run3","Exp3Run4","Exp3Run5","Exp4Run1","Exp4Run2","Exp4Run3","Exp4Run4","Exp4Run5","Exp5Run1","Exp5Run2","Exp5Run3","Exp5Run4","Exp5Run5","Exp6Run1","Exp6Run2","Exp6Run3","Exp6Run4","Exp6Run5","Exp7Run1","Exp7Run2","Exp7Run3","Exp7Run4","Exp7Run5","Exp8Run1","Exp8Run2","Exp8Run3","Exp8Run4","Exp8Run5","Exp9Run1","Exp9Run2","Exp9Run3","Exp9Run4","Exp9Run5"
24,0.113625,0.0892500000000001,0.073875,0.121,0.066125,0.113625,0.10075,0.120375,0.11025,0.092875,0.113625,0.124,0.07125,0.088625,0.10075,0.113625,0.13075,0.089625,0.130375,0.119125,0.113625,0.1025,0.0922500000000001,0.096625,0.08075,0.113625,0.10225,0.084625,0.0892500000000001,0.106125,0.113625,0.10275,0.12475,0.107625,0.068375,0.113625,0.096,0.087375,0.098125,0.067875,0.113625,0.106125,0.096375,0.11775,0.119875
25,0.222375,0.19975,0.188375,0.231125,0.18325,0.222375,0.206125,0.229375,0.218125,0.203125,0.222375,0.23425,0.183875,0.202125,0.214375,0.222375,0.23975,0.199625,0.237375,0.22925,0.222375,0.213125,0.204875,0.207125,0.193,0.222375,0.20975,0.196875,0.198875,0.216375,0.222375,0.21325,0.231875,0.219,0.183125,0.222375,0.20775,0.200375,0.210375,0.18375,0.222375,0.216875,0.209625,0.228125,0.23025
26,0.212,0.167875,0.152625,0.212,0.155125,0.212,0.19925,0.223375,0.207375,0.188,0.212,0.2075,0.162875,0.181,0.19525,0.212,0.235125,0.178,0.228,0.216375,0.212,0.196375,0.188625,0.198125,0.1675,0.212,0.200125,0.176375,0.189625,0.2065,0.212,0.204875,0.23025,0.208625,0.16,0.212,0.193875,0.1785,0.17875,0.156875,0.212,0.205375,0.195125,0.22625,0.225125
27,0.146,0.115,0.0982499999999999,0.151625,0.094,0.146,0.130625,0.155,0.140875,0.12325,0.146,0.151375,0.1,0.119,0.134375,0.146,0.165125,0.117375,0.164,0.152,0.146,0.133,0.12575,0.130125,0.10775,0.146,0.1335,0.113125,0.120625,0.138875,0.146,0.13625,0.16075,0.141375,0.0985,0.146,0.12875,0.1165,0.124125,0.096,0.146,0.1395,0.12775,0.154,0.154375
28,0.17875,0.16225,0.13175,0.188625,0.120875,0.17875,0.1645,0.1915,0.177625,0.154875,0.17875,0.193625,0.12975,0.148125,0.1675,0.17875,0.201625,0.146,0.203625,0.186375,0.17875,0.1645,0.159125,0.1585,0.138375,0.17875,0.171875,0.14175,0.145375,0.16825,0.17875,0.16125,0.195375,0.1685,0.130625,0.17875,0.159375,0.148375,0.164625,0.125875,0.17875,0.175375,0.14875,0.17075,0.182375
29,0.146125,0.116875,0.100125,0.153625,0.0912500000000001,0.146125,0.132,0.156,0.14425,0.12175,0.146125,0.152375,0.0992499999999999,0.11625,0.134375,0.146125,0.169625,0.11725,0.16525,0.15225,0.146125,0.13175,0.124875,0.1305,0.109625,0.146125,0.136125,0.109875,0.12125,0.14075,0.146125,0.133625,0.164375,0.1415,0.097625,0.146125,0.128,0.115,0.12675,0.0935,0.146125,0.1405,0.123875,0.149125,0.1535
30,0.147125,0.11375,0.09275,0.14975,0.08675,0.147125,0.13,0.153625,0.141375,0.118875,0.147125,0.149625,0.094625,0.114125,0.13025,0.147125,0.166375,0.117125,0.164375,0.148875,0.147125,0.129,0.121875,0.126875,0.1035,0.147125,0.134625,0.106625,0.116,0.13975,0.147125,0.130875,0.16,0.13725,0.094625,0.147125,0.126375,0.112,0.1225,0.089,0.147125,0.13825,0.12175,0.146125,0.150875
31,0.14325,0.11125,0.089625,0.147375,0.081875,0.14325,0.126,0.1525,0.13775,0.11575,0.14325,0.147625,0.091875,0.110875,0.127375,0.14325,0.165,0.110375,0.162125,0.147625,0.14325,0.12575,0.1185,0.124625,0.099625,0.14325,0.1315,0.102375,0.11175,0.135625,0.14325,0.12725,0.158875,0.135625,0.0905,0.14325,0.122875,0.1085,0.120875,0.084875,0.14325,0.134625,0.118625,0.144125,0.149375
32,0.1405,0.106625,0.087875,0.1445,0.079,0.1405,0.123625,0.15225,0.13675,0.112625,0.1405,0.1445,0.087625,0.107125,0.12425,0.1405,0.16375,0.109125,0.1615,0.1445,0.1405,0.125125,0.116,0.12125,0.09875,0.1405,0.129,0.0985,0.109375,0.133,0.1405,0.126,0.155875,0.133,0.087375,0.1405,0.119875,0.10525,0.116875,0.080875,0.1405,0.1325,0.11475,0.140375,0.14775
33,0.13825,0.10525,0.082,0.14225,0.073125,0.13825,0.120125,0.149625,0.134,0.108625,0.13825,0.141875,0.087875,0.10375,0.1215,0.13825,0.162,0.103875,0.158875,0.14325,0.13825,0.1205,0.113375,0.118875,0.0982499999999999,0.13825,0.127125,0.0952499999999999,0.107,0.1305,0.13825,0.121625,0.155,0.129375,0.083375,0.13825,0.117,0.10175,0.113875,0.07925,0.13825,0.131,0.110875,0.13775,0.145
34,0.135625,0.101625,0.081,0.139125,0.069,0.135625,0.117625,0.14875,0.132125,0.105625,0.135625,0.138625,0.0816249999999999,0.100125,0.118375,0.135625,0.16,0.101625,0.1565,0.13975,0.135625,0.11825,0.11075,0.11675,0.09175,0.135625,0.124375,0.091,0.10225,0.12775,0.135625,0.119625,0.153125,0.127625,0.085,0.135625,0.11525,0.098,0.11025,0.0726250000000001,0.135625,0.129,0.10775,0.134875,0.1415
35,0.133875,0.0965,0.074,0.137125,0.06425,0.133875,0.114875,0.146375,0.12875,0.101625,0.133875,0.135625,0.07775,0.09675,0.117875,0.133875,0.159,0.097375,0.153875,0.137625,0.133875,0.115,0.1075,0.113375,0.091,0.133875,0.12125,0.09075,0.0992499999999999,0.126,0.133875,0.115875,0.151375,0.124,0.0786249999999999,0.133875,0.111375,0.094125,0.107125,0.069375,0.133875,0.12525,0.104375,0.132375,0.140125
36,0.13125,0.0935,0.070375,0.134875,0.06175,0.13125,0.11125,0.145,0.127375,0.098375,0.13125,0.132625,0.0746250000000001,0.095,0.1135,0.13125,0.157625,0.09375,0.15325,0.138125,0.13125,0.111875,0.104625,0.111375,0.086,0.13125,0.11925,0.08475,0.09575,0.123125,0.13125,0.113625,0.14875,0.121625,0.07525,0.13125,0.10825,0.0902500000000001,0.103375,0.066125,0.13125,0.123125,0.10125,0.128625,0.1375
37,0.129,0.090125,0.06625,0.131125,0.05775,0.129,0.109125,0.142625,0.12325,0.0942499999999999,0.129,0.12975,0.07075,0.089875,0.110375,0.129,0.155875,0.0902500000000001,0.15125,0.134375,0.129,0.108375,0.1015,0.10775,0.082875,0.129,0.116375,0.081875,0.091375,0.121125,0.129,0.110375,0.1475,0.11825,0.071125,0.129,0.10675,0.086375,0.100875,0.060875,0.129,0.120625,0.0975,0.1265,0.134875
38,0.1275,0.08675,0.061875,0.1295,0.052,0.1275,0.106,0.1405,0.121875,0.091,0.1275,0.127,0.0669999999999999,0.086625,0.1085,0.1275,0.154,0.087,0.148875,0.131125,0.1275,0.10675,0.098125,0.104125,0.08,0.1275,0.11425,0.07875,0.0875,0.118,0.1275,0.109625,0.1455,0.116125,0.06925,0.1275,0.102625,0.08275,0.09675,0.056875,0.1275,0.11825,0.0935,0.123,0.13225
39,0.124375,0.08275,0.057625,0.12525,0.04725,0.124375,0.102,0.139125,0.11775,0.087375,0.124375,0.124125,0.063125,0.0825,0.104625,0.124375,0.151875,0.083125,0.148125,0.1285,0.124375,0.107625,0.094,0.1025,0.076125,0.124375,0.11125,0.07325,0.083875,0.11575,0.124375,0.10375,0.1435,0.113625,0.06525,0.124375,0.09975,0.078375,0.093,0.05275,0.124375,0.114875,0.09,0.11975,0.128625
40,0.122,0.0785,0.052,0.123,0.042625,0.122,0.098875,0.13775,0.117,0.08325,0.122,0.119625,0.058875,0.078375,0.10175,0.122,0.1505,0.0775,0.144875,0.12675,0.122,0.10175,0.091375,0.098625,0.07225,0.122,0.10825,0.069,0.080125,0.112125,0.122,0.101125,0.141125,0.11025,0.063625,0.122,0.0962499999999999,0.0746250000000001,0.08875,0.04725,0.122,0.111875,0.086,0.115625,0.126625
41,0.118875,0.07425,0.0483749999999999,0.120125,0.037,0.118875,0.0955,0.134125,0.113375,0.0795,0.118875,0.117375,0.054125,0.075125,0.098125,0.118875,0.149375,0.075,0.142625,0.123375,0.118875,0.09875,0.08775,0.0945,0.06925,0.118875,0.1055,0.0649999999999999,0.0755,0.11,0.118875,0.097625,0.13925,0.10625,0.0580000000000001,0.118875,0.093375,0.071,0.085625,0.04225,0.118875,0.1105,0.0825,0.113,0.123625
42,0.115625,0.070375,0.044125,0.116875,0.031625,0.115625,0.091625,0.132,0.110875,0.076125,0.115625,0.113375,0.05,0.0705,0.095125,0.115625,0.147375,0.07025,0.140625,0.121,0.115625,0.09575,0.0835,0.091125,0.064875,0.115625,0.10275,0.0610000000000001,0.071875,0.106625,0.115625,0.096625,0.137,0.10325,0.055125,0.115625,0.0892500000000001,0.06525,0.082125,0.036875,0.115625,0.107,0.077875,0.109625,0.124625
