1,5403.374959503986,5456.48921766492,5300.374270788317,5350.016742232381,5456.59103414893,5254.943628778137,5353.683480560616,5353.78768861489,5304.272387326634,5304.3286841459585
2,5429.82207193894,5566.675399795883,5358.539177950309,5515.080504612599,5577.708071369617,5203.372876607709,5331.795899144886,5339.464883153242,5258.302256364278,5292.616377214312
3,5218.2063265729375,5334.710959132534,5522.480983086571,5698.020547432153,5592.955198211148,4983.845267639875,4985.81807965902,5298.356941151676,5300.301800431844,5053.315557987355
4,4608.043097267175,4814.975949155306,4967.028679363654,5142.038841981074,5069.346784594089,4459.940954063974,4467.398556372247,4782.0039139089195,4798.238650048155,4551.663256617588
5,4143.126944664271,4338.402066711526,4483.989282868627,4649.495047965558,4580.4712343931915,4004.8224643641283,4130.380131419121,4349.02787465134,4323.4790534473905,4089.873972770077
6,3983.0832975012245,4100.925167440379,4062.2236291146614,4561.906275066716,4141.4727007288975,4672.382961914209,4524.4821779199265,4040.349869151549,3967.330852293439,4110.775746805753
7,3640.531943875441,3702.2298742475155,3625.2124222675334,4115.479197341162,3708.434808653429,4396.420199560776,4181.788414734094,3633.3881942934718,3565.1543830216096,3684.6929156612937
8,4002.492217542714,3421.314775722461,3212.420421425169,4358.186090712584,4112.043094646682,4475.786070291414,4117.389417423827,3286.9927573007885,3596.9503035573002,4799.53975015621
9,4020.8946171905345,3078.575536422833,2915.5283121689226,4885.889810107615,4256.857189488006,4353.527667835182,3937.9284483059528,3355.942317609385,3763.172688962167,5210.894454575677
10,3910.504193920762,2924.5660500942727,2697.627701669971,5135.172312715273,4332.392974800508,4140.161028125961,3663.7070643604493,3493.50152877283,4244.667619452285,5572.015330324502
11,3854.1508726425886,2801.387444487197,2653.031924430704,5011.251651029271,4377.154712680601,4040.0643706979076,3397.9945703185817,3662.779198562941,4434.420561423784,6145.642392698003
12,3699.7100650163543,2624.297054524649,2939.2081337908144,5105.4911824073,4314.635718143902,3911.076322504487,3176.0410103222152,3876.337459385701,4342.231023576413,6404.653840206645
13,3530.443005127957,2541.315575499216,3010.0105574565696,5110.843607872384,4283.455139073587,3813.080811603994,3100.5392984684263,4246.9211753259,4319.779518146013,6512.032574823623
14,3484.63828687861,2523.713237748036,3195.60953792073,4986.87856648025,4196.573204102744,3751.7363563636563,3002.3978675328226,4590.206845595513,4357.893590414853,6582.1420404492565
15,3461.055339162719,2707.3103459776266,3349.4363520478655,4874.4564667863,4124.283632792489,3682.260113303744,2865.038737869232,4976.622916978004,4280.224802985531,6697.512802542435
16,3655.1342527697648,2844.8172959264884,3513.8139414340485,4700.998970395018,4052.2681783067246,3591.5022588557013,2726.985934226571,5215.07391014556,4156.258507675889,6694.850225250881
17,3904.0790657550856,3125.452844799275,3697.8132608827304,4451.826189567737,3937.72921131927,3403.064391771317,2631.584408538209,5495.797192270311,4058.950247868293,6619.918756434021
18,4050.8833993654075,3319.968845802671,3793.897431282958,4312.025590808057,3903.023710326744,3333.9701046587543,2558.813293251021,5631.231149661205,3925.7939788938334,6486.094526871197
19,4280.573208438638,3862.1469624541114,3855.16428585622,4203.624149755368,3860.064429748423,3325.892843233265,2527.055622266119,5643.152209353413,3775.0804049720277,6378.058890744404
20,4375.955717971032,4145.791059668622,3957.8370521071506,4146.792901142315,3757.419514502001,3460.8631196009446,2696.9448941293244,5706.243183812874,3577.355086716199,6114.0898413400855
21,4496.005647079231,4385.4549754118125,3952.2049184216553,4138.422086410673,3612.6410549013713,3501.3253226541106,3098.135663215903,5780.184986435494,3406.2465940215516,5753.701780576359
22,4605.4785553361,4850.730389773824,3918.420666754034,4161.6131872657115,3532.5684583170287,3984.2466046430495,3809.8343492000904,5738.7160068851435,3279.118587459997,5433.344993756307
23,4724.957856015358,4953.259745720799,3800.813218407603,4446.875760631549,3470.6151993018534,4174.781542541923,4240.589923540666,5794.936127759778,3110.6775410480827,5086.530202403658
24,4715.57813871761,5517.361838878987,3678.9932573544284,4282.393356313611,3344.156877905002,4639.533349161407,4390.382222026262,5677.453406403601,3164.0434529949175,4740.632027585057
25,4579.352030281668,5474.655912378207,3511.6136422508303,4288.804454855206,3182.3768225558947,4676.119266574186,4452.840415358677,5657.138878543966,3079.2594527343795,4435.073779555738
26,4614.927800699738,5397.365333052822,3395.101300374853,4307.832603087983,3029.494303296611,4692.062957533292,4421.133726522049,5330.169246836991,2933.917525762312,4192.269603482118
27,4594.063657145672,5347.289462284242,3180.970664885487,4238.928519400607,2970.3184445275815,4659.15162221958,4404.617535498332,5075.30088522085,2841.057704933659,3995.868906634338
